"sec","10","sin(1Hz,0.7071Vrms)","cos(1Hz,0.7071Vrms)","sin(50Hz,0.7071Vrms)","cos(500Hz,1Vrms)","271Hz+50Hz+1Hz","271Hz+500Hz+10V"
0.883 , 10 , -0.670686 , 0.741742 , 0.809017 , -1 , 2.51448 , 9.96372
0.884 , 10 , -0.666012 , 0.745941 , 0.951057 , 1 , 1.30562 , 10.6086
0.885 , 10 , -0.661312 , 0.750111 , 1 , -1 , 0.889369 , 8.13926
0.886 , 10 , -0.656586 , 0.754251 , 0.951057 , 1 , 2.32317 , 11.6179
0.887 , 10 , -0.651834 , 0.758362 , 0.809017 , -1 , 2.26554 , 9.69817
0.888 , 10 , -0.647056 , 0.762443 , 0.587785 , 1 , 0.548661 , 10.1984
0.889 , 10 , -0.642253 , 0.766493 , 0.309017 , -1 , 0.58826 , 8.51275
0.89 , 10 , -0.637424 , 0.770513 , -6.86457e-15 , 1 , 1.70029 , 11.9298
0.891 , 10 , -0.63257 , 0.774503 , -0.309017 , -1 , 0.708085 , 9.2426
0.892 , 10 , -0.627691 , 0.778462 , -0.587785 , 1 , -0.802934 , 10.0064
0.893 , 10 , -0.622788 , 0.782391 , -0.809017 , -1 , -0.00777774 , 9.01885
0.894 , 10 , -0.61786 , 0.786288 , -0.951057 , 1 , 0.823884 , 11.9887
0.895 , 10 , -0.612907 , 0.790155 , -1 , -1 , -0.488836 , 8.72101
0.896 , 10 , -0.60793 , 0.79399 , -0.951057 , 1 , -1.07231 , 10.0848
0.897 , 10 , -0.60293 , 0.797794 , -0.809017 , -1 , 0.508595 , 9.51982
0.898 , 10 , -0.597905 , 0.801567 , -0.587785 , 1 , 0.992244 , 11.7785
0.899 , 10 , -0.592857 , 0.805308 , -0.309017 , -1 , -0.228362 , 8.27535
0.9 , 10 , -0.587785 , 0.809017 , -3.91603e-15 , 1 , 0.221232 , 10.4122
0.901 , 10 , -0.58269 , 0.812694 , 0.309017 , -1 , 2.00103 , 9.87932
0.902 , 10 , -0.577573 , 0.816339 , 0.587785 , 1 , 1.76054 , 11.3564
0.903 , 10 , -0.572432 , 0.819952 , 0.809017 , -1 , 0.655871 , 8.0269
0.904 , 10 , -0.567269 , 0.823533 , 0.951057 , 1 , 1.67423 , 10.8996
0.905 , 10 , -0.562083 , 0.827081 , 1 , -1 , 2.82659 , 9.99951
0.906 , 10 , -0.556876 , 0.830596 , 0.951057 , 1 , 1.61902 , 10.8374
0.907 , 10 , -0.551646 , 0.834078 , 0.809017 , -1 , 0.686383 , 8.04329
0.908 , 10 , -0.546394 , 0.837528 , 0.587785 , 1 , 1.83969 , 11.4144
0.909 , 10 , -0.541121 , 0.840945 , 0.309017 , -1 , 1.99764 , 9.84768
0.91 , 10 , -0.535827 , 0.844328 , 1.46966e-14 , 1 , 0.206904 , 10.3626
0.911 , 10 , -0.530511 , 0.847678 , -0.309017 , -1 , -0.141292 , 8.32005
0.912 , 10 , -0.525175 , 0.850994 , -0.587785 , 1 , 1.07955 , 11.8163
0.913 , 10 , -0.519817 , 0.854277 , -0.809017 , -1 , 0.510412 , 9.46515
0.914 , 10 , -0.51444 , 0.857527 , -0.951057 , 1 , -1.03226 , 10.0613
0.915 , 10 , -0.509041 , 0.860742 , -1 , -1 , -0.357401 , 8.78186
0.916 , 10 , -0.503623 , 0.863923 , -0.951057 , 1 , 0.909001 , 11.9961
0.917 , 10 , -0.498185 , 0.867071 , -0.809017 , -1 , 0.0140856 , 8.95603
0.918 , 10 , -0.492727 , 0.870184 , -0.587785 , 1 , -0.702166 , 10.0154
0.919 , 10 , -0.48725 , 0.873262 , -0.309017 , -1 , 0.867281 , 9.30304
0.92 , 10 , -0.481754 , 0.876307 , -2.54772e-14 , 1 , 1.78113 , 11.9048
0.921 , 10 , -0.476238 , 0.879316 , 0.309017 , -1 , 0.647212 , 8.45888
0.922 , 10 , -0.470704 , 0.882291 , 0.587785 , 1 , 0.707634 , 10.2376
0.923 , 10 , -0.465151 , 0.885231 , 0.809017 , -1 , 2.43599 , 9.74174
0.924 , 10 , -0.45958 , 0.888136 , 0.951057 , 1 , 2.40646 , 11.5673
0.925 , 10 , -0.45399 , 0.891007 , 1 , -1 , 1 , 8.10899
0.926 , 10 , -0.448383 , 0.893841 , 0.951057 , 1 , 1.51208 , 10.6672
0.927 , 10 , -0.442758 , 0.896641 , 0.809017 , -1 , 2.68424 , 9.97858
0.928 , 10 , -0.437116 , 0.899405 , 0.587785 , 1 , 1.56252 , 11.0753
0.929 , 10 , -0.431456 , 0.902134 , 0.309017 , -1 , 0.212749 , 8.0016
0.93 , 10 , -0.425779 , 0.904827 , 3.62578e-14 , 1 , 1.09221 , 11.1874
0.931 , 10 , -0.420086 , 0.907484 , -0.309017 , -1 , 1.54756 , 9.9491
0.932 , 10 , -0.414376 , 0.910106 , -0.587785 , 1 , -0.114795 , 10.5629
0.933 , 10 , -0.408649 , 0.912692 , -0.809017 , -1 , -0.730404 , 8.16592
0.934 , 10 , -0.402906 , 0.915241 , -0.951057 , 1 , 0.62077 , 11.6566
0.935 , 10 , -0.397148 , 0.917755 , -1 , -1 , 0.579066 , 9.66131
0.936 , 10 , -0.391374 , 0.920232 , -0.951057 , 1 , -0.861421 , 10.1694
0.937 , 10 , -0.385584 , 0.922673 , -0.809017 , -1 , -0.329102 , 8.55724
0.938 , 10 , -0.379779 , 0.925077 , -0.587785 , 1 , 1.28439 , 11.9471
0.939 , 10 , -0.373959 , 0.927445 , -0.309017 , -1 , 0.811978 , 9.19355
0.94 , 10 , -0.368125 , 0.929776 , 9.80498e-15 , 1 , -0.0682502 , 10.002
0.941 , 10 , -0.362275 , 0.932071 , 0.309017 , -1 , 1.31015 , 9.06906
0.942 , 10 , -0.356412 , 0.934329 , 0.587785 , 1 , 2.50197 , 11.9799
0.943 , 10 , -0.350534 , 0.93655 , 0.809017 , -1 , 1.41868 , 8.67311
0.944 , 10 , -0.344643 , 0.938734 , 0.951057 , 1 , 0.995949 , 10.1062
0.945 , 10 , -0.338738 , 0.940881 , 1 , -1 , 2.50296 , 9.56208
0.946 , 10 , -0.33282 , 0.942991 , 0.951057 , 1 , 2.63999 , 11.7459
0.947 , 10 , -0.326888 , 0.945063 , 0.809017 , -1 , 0.995718 , 8.24164
0.948 , 10 , -0.320944 , 0.947098 , 0.587785 , 1 , 0.988489 , 10.4536
0.949 , 10 , -0.314987 , 0.949096 , 0.309017 , -1 , 2.16025 , 9.90213
0.95 , 10 , -0.309017 , 0.951057 , 9.75619e-16 , 1 , 1.26007 , 11.309
0.951 , 10 , -0.303035 , 0.952979 , -0.309017 , -1 , -0.339483 , 8.01655
0.952 , 10 , -0.297042 , 0.954865 , -0.587785 , 1 , 0.316835 , 10.9498
0.953 , 10 , -0.291036 , 0.956712 , -0.809017 , -1 , 1.14436 , 9.99667
0.954 , 10 , -0.285019 , 0.958522 , -0.951057 , 1 , -0.204542 , 10.788
0.955 , 10 , -0.278991 , 0.960294 , -1 , -1 , -0.980587 , 8.05912
0.956 , 10 , -0.272952 , 0.962028 , -0.951057 , 1 , 0.470551 , 11.4596
0.957 , 10 , -0.266902 , 0.963724 , -0.809017 , -1 , 0.974659 , 9.81995
0.958 , 10 , -0.260842 , 0.965382 , -0.587785 , 1 , -0.297736 , 10.3247
0.959 , 10 , -0.254771 , 0.967001 , -0.309017 , -1 , 0.0157318 , 8.35775
0.96 , 10 , -0.24869 , 0.968583 , -1.17562e-14 , 1 , 1.81291 , 11.8443
0.961 , 10 , -0.242599 , 0.970127 , 0.309017 , -1 , 1.69923 , 9.42009
0.962 , 10 , -0.236499 , 0.971632 , 0.587785 , 1 , 0.604552 , 10.0451
0.963 , 10 , -0.230389 , 0.973099 , 0.809017 , -1 , 1.61328 , 8.83117
0.964 , 10 , -0.224271 , 0.974527 , 0.951057 , 1 , 2.92487 , 11.9993
0.965 , 10 , -0.218143 , 0.975917 , 1 , -1 , 1.88181 , 8.90589
0.966 , 10 , -0.212007 , 0.977268 , 0.951057 , 1 , 0.953798 , 10.0255
0.967 , 10 , -0.205863 , 0.978581 , 0.809017 , -1 , 2.13813 , 9.35053
0.968 , 10 , -0.19971 , 0.979855 , 0.587785 , 1 , 2.44993 , 11.8823
0.969 , 10 , -0.193549 , 0.981091 , 0.309017 , -1 , 0.707417 , 8.41731
0.97 , 10 , -0.187381 , 0.982287 , 2.25368e-14 , 1 , 0.253319 , 10.271
0.971 , 10 , -0.181206 , 0.983445 , -0.309017 , -1 , 1.44893 , 9.7745
0.972 , 10 , -0.175023 , 0.984564 , -0.587785 , 1 , 0.921954 , 11.5252
0.973 , 10 , -0.168833 , 0.985645 , -0.809017 , -1 , -0.736064 , 8.08731
0.974 , 10 , -0.162637 , 0.986686 , -0.951057 , 1 , -0.24939 , 10.715
0.975 , 10 , -0.156434 , 0.987688 , -1 , -1 , 0.975377 , 9.98769
0.976 , 10 , -0.150226 , 0.988652 , -0.951057 , 1 , 0.0627253 , 11.0251
0.977 , 10 , -0.144011 , 0.989576 , -0.809017 , -1 , -0.813742 , 8.0057
0.978 , 10 , -0.13779 , 0.990461 , -0.587785 , 1 , 0.639175 , 11.2365
0.979 , 10 , -0.131564 , 0.991308 , -0.309017 , -1 , 1.61436 , 9.93207
0.98 , 10 , -0.125333 , 0.992115 , -3.33174e-14 , 1 , 0.510361 , 10.5182
0.981 , 10 , -0.119097 , 0.992883 , 0.309017 , -1 , 0.496592 , 8.19469
0.982 , 10 , -0.112856 , 0.993611 , 0.587785 , 1 , 2.27505 , 11.6937
0.983 , 10 , -0.106611 , 0.994301 , 0.809017 , -1 , 2.42611 , 9.62279
0.984 , 10 , -0.100362 , 0.994951 , 0.951057 , 1 , 1.08848 , 10.1425
0.985 , 10 , -0.0941083 , 0.995562 , 1 , -1 , 1.59841 , 8.60285
0.986 , 10 , -0.0878512 , 0.996134 , 0.951057 , 1 , 2.90922 , 11.962
0.987 , 10 , -0.0815906 , 0.996666 , 0.809017 , -1 , 1.94969 , 9.14401
0.988 , 10 , -0.0753268 , 0.997159 , 0.587785 , 1 , 0.585023 , 10.0001
0.989 , 10 , -0.06906 , 0.997613 , 0.309017 , -1 , 1.42573 , 9.1191
0.99 , 10 , -0.0627905 , 0.998027 , -1.27454e-14 , 1 , 1.96661 , 11.9686
0.991 , 10 , -0.0565185 , 0.998402 , -0.309017 , -1 , 0.315425 , 8.62604
0.992 , 10 , -0.0502443 , 0.998737 , -0.587785 , 1 , -0.459232 , 10.1298
0.993 , 10 , -0.0439681 , 0.999033 , -0.809017 , -1 , 0.792945 , 9.60293
0.994 , 10 , -0.0376902 , 0.999289 , -0.951057 , 1 , 0.759769 , 11.7115
0.995 , 10 , -0.0314108 , 0.999507 , -1 , -1 , -0.790648 , 8.20984
0.996 , 10 , -0.0251301 , 0.999684 , -0.951057 , 1 , -0.454996 , 10.4964
0.997 , 10 , -0.0188484 , 0.999822 , -0.809017 , -1 , 1.11348 , 9.92267
0.998 , 10 , -0.012566 , 0.999921 , -0.587785 , 1 , 0.672977 , 11.2608
0.999 , 10 , -0.00628314 , 0.99998 , -0.309017 , -1 , -0.300344 , 8.00869
