"step","time(sec)","fundamental","waveform","sawtooth","square","random"
1378,0.0312472,-0.638407,-1.1356,0.885,0,0.969627
1379,0.0312698,-0.613916,-1.11683,0.89,0,0.0490891
1380,0.0312925,-0.588819,-1.10927,0.895,0,0.319667
1381,0.0313152,-0.563141,-1.11667,0.9,0,0.697872
1382,0.0313379,-0.536907,-1.14152,0.905,0,0.095833
1383,0.0313605,-0.510144,-1.18471,0.91,0,0.811087
1384,0.0313832,-0.482877,-1.24529,0.915,0,0.997313
1385,0.0314059,-0.455134,-1.32029,0.92,0,0.892
1386,0.0314286,-0.426941,-1.40485,0.925,0,0.0718446
1387,0.0314512,-0.398327,-1.4924,0.93,0,0.351512
1388,0.0314739,-0.36932,-1.57507,0.935,0,0.398705
1389,0.0314966,-0.339949,-1.64419,0.94,0,0.543546
1390,0.0315193,-0.310242,-1.69092,0.945,0,0.979059
1391,0.031542,-0.280229,-1.70693,0.95,0,0.716577
1392,0.0315646,-0.249939,-1.685,0.955,0,0.838777
1393,0.0315873,-0.219403,-1.61971,0.96,0,0.548472
1394,0.03161,-0.18865,-1.50787,0.965,0,0.197476
1395,0.0316327,-0.157711,-1.34892,0.97,0,0.207082
1396,0.0316553,-0.126616,-1.14502,0.975,0,0.106927
1397,0.031678,-0.0953969,-0.901112,0.98,0,0.0111166
1398,0.0317007,-0.0640832,-0.624577,0.985,0,0.777325
1399,0.0317234,-0.0327063,-0.324883,0.99,0,0.666798
1400,0.031746,-0.00129715,-0.0129714,0.995,0,0.378711
1401,0.0317687,0.0301133,0.299431,0,1,0.830454
1402,0.0317914,0.061494,0.600564,0.005,1,0.41897
1403,0.0318141,0.0928141,0.879394,0.01,1,0.270272
1404,0.0318367,0.124043,1.12631,0.015,1,0.92953
1405,0.0318594,0.155149,1.33373,0.02,1,0.785687
1406,0.0318821,0.186102,1.49652,0.025,1,0.125227
1407,0.0319048,0.216871,1.61226,0.03,1,0.605355
1408,0.0319274,0.247426,1.68131,0.035,1,0.924253
1409,0.0319501,0.277737,1.70664,0.04,1,0.973954
1410,0.0319728,0.307774,1.69352,0.045,1,0.323622
1411,0.0319955,0.337508,1.64901,0.05,1,0.0869101
1412,0.0320181,0.366908,1.58141,0.055,1,0.238556
1413,0.0320408,0.395946,1.49952,0.06,1,0.58
1414,0.0320635,0.424593,1.41206,0.065,1,0.918482
1415,0.0320862,0.452822,1.32699,0.07,1,0.469929
1416,0.0321088,0.480604,1.25099,0.075,1,0.971438
1417,0.0321315,0.507911,1.18909,0.08,1,0.352155
1418,0.0321542,0.534717,1.14439,0.085,1,0.696886
1419,0.0321769,0.560995,1.11803,0.09,1,0.424015
1420,0.0321995,0.58672,1.10927,0.095,1,0.677105
1421,0.0322222,0.611866,1.11572,0.1,1,0.45607
1422,0.0322449,0.636408,1.13374,0.105,1,0.763556
1423,0.0322676,0.660322,1.15885,0.11,1,0.144455
1424,0.0322902,0.683585,1.18626,0.115,1,0.45756
1425,0.0323129,0.706173,1.21133,0.12,1,0.907309
1426,0.0323356,0.728064,1.23002,0.125,1,0.703942
1427,0.0323583,0.749236,1.23921,0.13,1,0.270861
1428,0.032381,0.769669,1.23697,0.135,1,0.252509
1429,0.0324036,0.789343,1.22265,0.14,1,0.903985
1430,0.0324263,0.808238,1.19687,0.145,1,0.081337
1431,0.032449,0.826335,1.16139,0.15,1,0.385798
1432,0.0324717,0.843616,1.11884,0.155,1,0.313557
1433,0.0324943,0.860065,1.07243,0.16,1,0.898757
1434,0.032517,0.875666,1.02557,0.165,1,0.213
1435,0.0325397,0.890402,0.98157,0.17,1,0.230112
1436,0.0325624,0.90426,0.943239,0.175,1,0.748286
1437,0.032585,0.917225,0.912673,0.18,1,0.432477
1438,0.0326077,0.929285,0.891065,0.185,1,0.24214
1439,0.0326304,0.940428,0.878623,0.19,1,0.764203
1440,0.0326531,0.950643,0.874595,0.195,1,0.0439429
1441,0.0326757,0.95992,0.87739,0.2,1,0.0430343
1442,0.0326984,0.96825,0.884772,0.205,1,0.998851
1443,0.0327211,0.975624,0.894122,0.21,1,0.724182
1444,0.0327438,0.982036,0.902721,0.215,1,0.444191
1445,0.0327664,0.987478,0.90803,0.22,1,0.467361
1446,0.0327891,0.991946,0.907951,0.225,1,0.802136
1447,0.0328118,0.995435,0.901024,0.23,1,0.512901
1448,0.0328345,0.997942,0.886557,0.235,1,0.51479
1449,0.0328571,0.999463,0.86467,0.24,1,0.0145876
1450,0.0328798,0.999999,0.83626,0.245,1,0.142111
1451,0.0329025,0.999548,0.802875,0.25,1,0.506908
1452,0.0329252,0.99811,0.766542,0.255,1,0.103059
1453,0.0329478,0.995688,0.729534,0.26,1,0.563178
1454,0.0329705,0.992283,0.694128,0.265,1,0.122109
1455,0.0329932,0.987898,0.662372,0.27,1,0.204432
1456,0.0330159,0.982539,0.635869,0.275,1,0.0676556
1457,0.0330385,0.97621,0.615629,0.28,1,0.944187
1458,0.0330612,0.968918,0.601976,0.285,1,0.429053
1459,0.0330839,0.96067,0.594529,0.29,1,0.094333
1460,0.0331066,0.951474,0.592263,0.295,1,0.0762468
1461,0.0331293,0.941338,0.59363,0.3,1,0.0515521
1462,0.0331519,0.930274,0.596731,0.305,1,0.984319
1463,0.0331746,0.918292,0.599528,0.31,1,0.00904929
1464,0.0331973,0.905404,0.600056,0.315,1,0.739893
1465,0.03322,0.891622,0.596633,0.32,1,0.493063
1466,0.0332426,0.87696,0.588025,0.325,1,0.659166
1467,0.0332653,0.861433,0.573574,0.33,1,0.992995
1468,0.033288,0.845056,0.553251,0.335,1,0.167845
1469,0.0333107,0.827845,0.527651,0.34,1,0.456814
1470,0.0333333,0.809817,0.497919,0.345,1,0.504392
1471,0.033356,0.79099,0.465617,0.35,1,0.0432034
1472,0.0333787,0.771382,0.432559,0.355,1,0.636251
1473,0.0334014,0.751013,0.400607,0.36,1,0.0589469
1474,0.033424,0.729903,0.371482,0.365,1,0.873079
1475,0.0334467,0.708072,0.346578,0.37,1,0.813614
1476,0.0334694,0.685543,0.326821,0.375,1,0.0918699
1477,0.0334921,0.662338,0.312581,0.38,1,0.905745
1478,0.0335147,0.638479,0.303632,0.385,1,0.750291
1479,0.0335374,0.613989,0.299191,0.39,1,0.0599556
1480,0.0335601,0.588894,0.298003,0.395,1,0.226154
1481,0.0335828,0.563218,0.298479,0.4,1,0.604609
1482,0.0336054,0.536986,0.298871,0.405,1,0.570309
1483,0.0336281,0.510224,0.297455,0.41,1,0.764177
1484,0.0336508,0.482958,0.292717,0.415,1,0.00908992
1485,0.0336735,0.455216,0.283508,0.42,1,0.595794
1486,0.0336961,0.427025,0.269168,0.425,1,0.273868
1487,0.0337188,0.398412,0.249586,0.43,1,0.963261
1488,0.0337415,0.369406,0.225213,0.435,1,0.778862
1489,0.0337642,0.340036,0.19701,0.44,1,0.187688
1490,0.0337868,0.31033,0.166339,0.445,1,0.700318
1491,0.0338095,0.280317,0.134818,0.45,1,0.638397
1492,0.0338322,0.250029,0.104149,0.455,1,0.680259
1493,0.0338549,0.219493,0.0759339,0.46,1,0.448816
1494,0.0338776,0.188741,0.0515079,0.465,1,0.7678
1495,0.0339002,0.157802,0.0317949,0.47,1,0.145131
1496,0.0339229,0.126708,0.0172122,0.475,1,0.0849605
1497,0.0339456,0.0954891,0.00762749,0.48,1,0.575611
1498,0.0339683,0.0641757,0.00237384,0.485,1,0.673901
1499,0.0339909,0.0327989,0.000321719,0.49,1,0.747302
1500,0.0340136,0.0013898,2.46075e-08,0.495,1,0.710616
1501,0.0340363,-0.0300207,-0.000246908,0.5,0,0.865446
1502,0.034059,-0.0614015,-0.00208271,0.505,0,0.994696
1503,0.0340816,-0.0927218,-0.00700158,0.51,0,0.932429
1504,0.0341043,-0.123951,-0.0161687,0.515,0,0.33027
1505,0.034127,-0.155057,-0.0302958,0.52,0,0.938809
1506,0.0341497,-0.18601,-0.0495638,0.525,0,0.118975
1507,0.0341723,-0.21678,-0.0736032,0.53,0,0.67581
1508,0.034195,-0.247336,-0.101531,0.535,0,0.562826
1509,0.0342177,-0.277648,-0.132045,0.54,0,0.100993
1510,0.0342404,-0.307686,-0.163559,0.545,0,0.0791684
1511,0.034263,-0.33742,-0.194374,0.55,0,0.614717
1512,0.0342857,-0.366822,-0.222855,0.555,0,0.0743904
1513,0.0343084,-0.395861,-0.247612,0.56,0,0.581721
1514,0.0343311,-0.42451,-0.267644,0.565,0,0.767686
1515,0.0343537,-0.452739,-0.282452,0.57,0,0.752597
1516,0.0343764,-0.480522,-0.292096,0.575,0,0.829324
1517,0.0343991,-0.507831,-0.29719,0.58,0,0.34391
1518,0.0344218,-0.534639,-0.298843,0.585,0,0.212282
1519,0.0344444,-0.560919,-0.298543,0.59,0,0.728954
1520,0.0344671,-0.586645,-0.298003,0.595,0,0.932721
1521,0.0344898,-0.611793,-0.298976,0.6,0,0.815309
1522,0.0345125,-0.636337,-0.303072,0.605,0,0.811804
1523,0.0345351,-0.660253,-0.311583,0.61,0,0.663099
1524,0.0345578,-0.683517,-0.325338,0.615,0,0.786541
1525,0.0345805,-0.706107,-0.344613,0.62,0,0.988922
1526,0.0346032,-0.728,-0.369091,0.625,0,0.244603
1527,0.0346259,-0.749175,-0.397893,0.63,0,0.212436
1528,0.0346485,-0.76961,-0.42966,0.635,0,0.327211
1529,0.0346712,-0.789286,-0.462695,0.64,0,0.810768
1530,0.0346939,-0.808183,-0.495139,0.645,0,0.910005
1531,0.0347166,-0.826282,-0.525166,0.65,0,0.340121
1532,0.0347392,-0.843566,-0.551185,0.655,0,0.0936372
1533,0.0347619,-0.860018,-0.572008,0.66,0,0.520149
1534,0.0347846,-0.875621,-0.586987,0.665,0,0.912293
1535,0.0348073,-0.89036,-0.596094,0.67,0,0.126096
1536,0.0348299,-0.90422,-0.599934,0.675,0,0.698398
1537,0.0348526,-0.917188,-0.599693,0.68,0,0.425077
1538,0.0348753,-0.929251,-0.597021,0.685,0,0.414614
1539,0.034898,-0.940397,-0.593863,0.69,0,0.682961
1540,0.0349206,-0.950615,-0.592263,0.695,0,0.504096
1541,0.0349433,-0.959894,-0.594139,0.7,0,0.716036
1542,0.034966,-0.968227,-0.601077,0.705,0,0.179358
1543,0.0349887,-0.975604,-0.614156,0.71,0,0.35228
1544,0.0350113,-0.982018,-0.633816,0.715,0,0.22193
1545,0.035034,-0.987463,-0.659796,0.72,0,0.969076
1546,0.0350567,-0.991934,-0.691144,0.725,0,0.356783
1547,0.0350794,-0.995426,-0.726304,0.73,0,0.134369
1548,0.035102,-0.997936,-0.763261,0.735,0,0.246017
1549,0.0351247,-0.99946,-0.799747,0.74,0,0.626386
1550,0.0351474,-0.999999,-0.833479,0.745,0,0.576655
1551,0.0351701,-0.999551,-0.862401,0.75,0,0.392224
1552,0.0351927,-0.998116,-0.884911,0.755,0,0.459345
1553,0.0352154,-0.995696,-0.900052,0.76,0,0.904912
1554,0.0352381,-0.992294,-0.90763,0.765,0,0.602829
1555,0.0352608,-0.987913,-0.908267,0.77,0,0.347078
1556,0.0352834,-0.982556,-0.903358,0.775,0,0.939224
1557,0.0353061,-0.97623,-0.894953,0.78,0,0.1153
1558,0.0353288,-0.968941,-0.88556,0.785,0,0.248636
1559,0.0353515,-0.960696,-0.877894,0.79,0,0.544116
1560,0.0353741,-0.951502,-0.874596,0.795,0,0.350309
1561,0.0353968,-0.94137,-0.877945,0.8,0,0.321578
1562,0.0354195,-0.930308,-0.889599,0.805,0,0.208627
1563,0.0354422,-0.918329,-0.91039,0.81,0,0.267957
1564,0.0354649,-0.905443,-0.940197,0.815,0,0.433895
1565,0.0354875,-0.891664,-0.977914,0.82,0,0.91717
1566,0.0355102,-0.877005,-1.02152,0.825,0,0.353492
1567,0.0355329,-0.86148,-1.06825,0.83,0,0.604015
1568,0.0355556,-0.845105,-1.11484,0.835,0,0.6573
1569,0.0355782,-0.827897,-1.15787,0.84,0,0.544072
1570,0.0356009,-0.809871,-1.19409,0.845,0,0.408475
1571,0.0356236,-0.791046,-1.22081,0.85,0,0.197615
1572,0.0356463,-0.771441,-1.23619,0.855,0,0.737663
1573,0.0356689,-0.751074,-1.23949,0.86,0,0.478389
1574,0.0356916,-0.729966,-1.23126,0.865,0,0.784897
1575,0.0357143,-0.708138,-1.2133,0.87,0,0.6191
1576,0.035737,-0.685611,-1.18864,0.875,0,0.727645
1577,0.0357596,-0.662407,-1.16125,0.88,0,0.263285
1578,0.0357823,-0.63855,-1.13574,0.885,0,0.311619
1579,0.035805,-0.614062,-1.11691,0.89,0,0.480287
1580,0.0358277,-0.588969,-1.10927,0.895,0,0.827593
1581,0.0358503,-0.563294,-1.11657,0.9,0,0.761758
1582,0.035873,-0.537064,-1.14131,0.905,0,0.269987
1583,0.0358957,-0.510303,-1.18441,0.91,0,0.499968
1584,0.0359184,-0.483039,-1.24488,0.915,0,0.666713
1585,0.035941,-0.455299,-1.31981,0.92,0,0.80627
1586,0.0359637,-0.427108,-1.40433,0.925,0,0.1041
1587,0.0359864,-0.398497,-1.49189,0.93,0,0.101057
1588,0.0360091,-0.369492,-1.57461,0.935,0,0.0391455
1589,0.0360317,-0.340123,-1.64384,0.94,0,0.110008
1590,0.0360544,-0.310418,-1.69073,0.945,0,0.275201
1591,0.0360771,-0.280406,-1.70694,0.95,0,0.695428
1592,0.0360998,-0.250118,-1.68525,0.955,0,0.849009
1593,0.0361224,-0.219583,-1.62023,0.96,0,0.0221989
1594,0.0361451,-0.188832,-1.50867,0.965,0,0.119288
1595,0.0361678,-0.157894,-1.34999,0.97,0,0.428652
1596,0.0361905,-0.1268,-1.14635,0.975,0,0.467771
1597,0.0362132,-0.0955813,-0.902655,0.98,0,0.0495933
1598,0.0362358,-0.0642681,-0.626287,0.985,0,0.439525
1599,0.0362585,-0.0328915,-0.326698,0.99,0,0.427273
1600,0.0362812,-0.00148246,-0.0148244,0.995,0,0.928285
1601,0.0363039,0.0299281,0.29761,0,1,0.401821
1602,0.0363265,0.0613091,0.598843,0.005,1,0.446491
1603,0.0363492,0.0926296,0.877834,0.01,1,0.886795
1604,0.0363719,0.123859,1.12497,0.015,1,0.195004
1605,0.0363946,0.154966,1.33263,0.02,1,0.904583
1606,0.0364172,0.185919,1.4957,0.025,1,0.893551
1607,0.0364399,0.21669,1.61172,0.03,1,0.15982
1608,0.0364626,0.247247,1.68103,0.035,1,0.546422
1609,0.0364853,0.277559,1.70661,0.04,1,0.562241
1610,0.0365079,0.307598,1.69369,0.045,1,0.0541208
1611,0.0365306,0.337333,1.64935,0.05,1,0.489586
1612,0.0365533,0.366735,1.58186,0.055,1,0.337678
1613,0.036576,0.395776,1.50003,0.06,1,0.69409
1614,0.0365986,0.424426,1.41258,0.065,1,0.116956
1615,0.0366213,0.452657,1.32747,0.07,1,0.536881
1616,0.036644,0.480441,1.2514,0.075,1,0.516447
1617,0.0366667,0.507751,1.1894,0.08,1,0.876787
1618,0.0366893,0.53456,1.1446,0.085,1,0.229253
1619,0.036712,0.560842,1.11813,0.09,1,0.701015
1620,0.0367347,0.58657,1.10928,0.095,1,0.151201
1621,0.0367574,0.61172,1.11565,0.1,1,0.803973
1622,0.03678,0.636265,1.1336,0.105,1,0.613313
1623,0.0368027,0.660183,1.15869,0.11,1,0.16489
1624,0.0368254,0.683449,1.1861,0.115,1,0.965526
1625,0.0368481,0.706041,1.2112,0.12,1,0.760652
1626,0.0368707,0.727936,1.22994,0.125,1,0.833256
1627,0.0368934,0.749113,1.23919,0.13,1,0.992645
1628,0.0369161,0.769551,1.23702,0.135,1,0.718149
1629,0.0369388,0.789229,1.22277,0.14,1,0.391861
1630,0.0369615,0.808128,1.19706,0.145,1,0.921827
1631,0.0369841,0.82623,1.16163,0.15,1,0.225651
1632,0.0370068,0.843517,1.11911,0.155,1,0.214784
1633,0.0370295,0.859971,1.0727,0.16,1,0.131367
1634,0.0370522,0.875576,1.02584,0.165,1,0.856018
1635,0.0370748,0.890318,0.981816,0.17,1,0.761694
1636,0.0370975,0.904181,0.943444,0.175,1,0.107337
1637,0.0371202,0.917151,0.912828,0.18,1,0.0343141
1638,0.0371429,0.929217,0.891166,0.185,1,0.65637
1639,0.0371655,0.940365,0.878671,0.19,1,0.736129
1640,0.0371882,0.950586,0.874597,0.195,1,0.970772
1641,0.0372109,0.959868,0.877357,0.2,1,0.590999
1642,0.0372336,0.968204,0.88472,0.205,1,0.929106
1643,0.0372562,0.975584,0.894067,0.21,1,0.294821
1644,0.0372789,0.982001,0.902678,0.215,1,0.996062
1645,0.0373016,0.987449,0.908013,0.22,1,0.955645
1646,0.0373243,0.991922,0.907971,0.225,1,0.479454
1647,0.0373469,0.995417,0.901087,0.23,1,0.63198
1648,0.0373696,0.99793,0.886664,0.235,1,0.620778
1649,0.0373923,0.999457,0.86482,0.24,1,0.23416
1650,0.037415,0.999999,0.836444,0.245,1,0.573218
1651,0.0374376,0.999553,0.803083,0.25,1,0.53814
1652,0.0374603,0.998122,0.766761,0.255,1,0.0487184
1653,0.037483,0.995705,0.72975,0.26,1,0.16739
1654,0.0375057,0.992306,0.694328,0.265,1,0.0754686
1655,0.0375283,0.987927,0.662545,0.27,1,0.848998
1656,0.037551,0.982574,0.636008,0.275,1,0.234255
1657,0.0375737,0.976251,0.615729,0.28,1,0.96164
1658,0.0375964,0.968964,0.602037,0.285,1,0.813161
1659,0.037619,0.960721,0.594556,0.29,1,0.0445253
1660,0.0376417,0.951531,0.592264,0.295,1,0.772121
1661,0.0376644,0.941401,0.593614,0.3,1,0.892031
1662,0.0376871,0.930342,0.596711,0.305,1,0.0726928
1663,0.0377098,0.918365,0.599516,0.31,1,0.559148
1664,0.0377324,0.905482,0.600063,0.315,1,0.214307
1665,0.0377551,0.891706,0.596667,0.32,1,0.338743
1666,0.0377778,0.877049,0.588093,0.325,1,0.220881
1667,0.0378005,0.861527,0.573677,0.33,1,0.565228
1668,0.0378231,0.845155,0.553387,0.335,1,0.288763
1669,0.0378458,0.827949,0.527815,0.34,1,0.260449
1670,0.0378685,0.809926,0.498103,0.345,1,0.52442
1671,0.0378912,0.791103,0.465812,0.35,1,0.204038
1672,0.0379138,0.7715,0.432752,0.355,1,0.412863
1673,0.0379365,0.751135,0.400789,0.36,1,0.18472
1674,0.0379592,0.730029,0.371643,0.365,1,0.502676
1675,0.0379819,0.708203,0.34671,0.37,1,0.643953
1676,0.0380045,0.685678,0.326922,0.375,1,0.0442908
1677,0.0380272,0.662477,0.312649,0.38,1,0.0325105
1678,0.0380499,0.638621,0.30367,0.385,1,0.265568
1679,0.0380726,0.614136,0.299206,0.39,1,0.681327
1680,0.0380952,0.589044,0.298003,0.395,1,0.214383
1681,0.0381179,0.563371,0.298475,0.4,1,0.83964
1682,0.0381406,0.537142,0.298873,0.405,1,0.0664658
1683,0.0381633,0.510383,0.297472,0.41,1,0.958987
1684,0.0381859,0.48312,0.292757,0.415,1,0.40353
1685,0.0382086,0.455381,0.283577,0.42,1,0.786763
1686,0.0382313,0.427192,0.269268,0.425,1,0.178723
1687,0.038254,0.398582,0.249716,0.43,1,0.211901
1688,0.0382766,0.369578,0.22537,0.435,1,0.290911
1689,0.0382993,0.34021,0.197185,0.44,1,0.602589
1690,0.038322,0.310506,0.166524,0.445,1,0.46672
1691,0.0383447,0.280495,0.135003,0.45,1,0.961418
1692,0.0383673,0.250208,0.104324,0.455,1,0.67785
1693,0.03839,0.219674,0.0760904,0.46,1,0.75124
1694,0.0384127,0.188923,0.0516389,0.465,1,0.556715
1695,0.0384354,0.157985,0.0318963,0.47,1,0.975319
1696,0.038458,0.126892,0.0172832,0.475,1,0.653478
1697,0.0384807,0.0956735,0.00767043,0.48,1,0.191028
1698,0.0385034,0.0643606,0.00239413,0.485,1,0.651048
1699,0.0385261,0.0329841,0.00032718,0.49,1,0.594586
1700,0.0385488,0.00157511,3.58211e-08,0.495,1,0.328824
1701,0.0385714,-0.0298355,-0.000242379,0.5,0,0.080252
1702,0.0385941,-0.0612166,-0.00206418,0.505,0,0.901951
1703,0.0386168,-0.0925373,-0.00696105,0.51,0,0.767037
1704,0.0386395,-0.123767,-0.0161006,0.515,0,0.75032
1705,0.0386621,-0.154874,-0.0301973,0.52,0,0.84832
1706,0.0386848,-0.185828,-0.0494355,0.525,0,0.394952
1707,0.0387075,-0.216599,-0.0734489,0.53,0,0.974633
1708,0.0387302,-0.247157,-0.101357,0.535,0,0.112611
1709,0.0387528,-0.27747,-0.131861,0.54,0,0.779787
1710,0.0387755,-0.30751,-0.163374,0.545,0,0.88715
1711,0.0387982,-0.337246,-0.194197,0.55,0,0.0541942
1712,0.0388209,-0.366649,-0.222697,0.555,0,0.736921
1713,0.0388435,-0.395691,-0.247479,0.56,0,0.0400137
1714,0.0388662,-0.424342,-0.26754,0.565,0,0.407362
1715,0.0388889,-0.452574,-0.28238,0.57,0,0.597141
1716,0.0389116,-0.48036,-0.292053,0.575,0,0.903029
1717,0.0389342,-0.507671,-0.297171,0.58,0,0.891022
1718,0.0389569,-0.534482,-0.298841,0.585,0,0.423811
1719,0.0389796,-0.560765,-0.298547,0.59,0,0.700478
1720,0.0390023,-0.586495,-0.298003,0.595,0,0.101209
1721,0.0390249,-0.611646,-0.298962,0.6,0,0.141148
1722,0.0390476,-0.636194,-0.303036,0.605,0,0.0242928
1723,0.0390703,-0.660114,-0.311518,0.61,0,0.690991
1724,0.039093,-0.683382,-0.325241,0.615,0,0.584573
1725,0.0391156,-0.705976,-0.344483,0.62,0,0.763335
1726,0.0391383,-0.727873,-0.368933,0.625,0,0.942599
1727,0.039161,-0.749052,-0.397713,0.63,0,0.0974715
1728,0.0391837,-0.769492,-0.429468,0.635,0,0.801164
1729,0.0392063,-0.789172,-0.4625,0.64,0,0.78312
1730,0.039229,-0.808074,-0.494953,0.645,0,0.915554
1731,0.0392517,-0.826178,-0.525,0.65,0,0.258305
1732,0.0392744,-0.843467,-0.551046,0.655,0,0.209013
1733,0.0392971,-0.859924,-0.571902,0.66,0,0.181492
1734,0.0393197,-0.875532,-0.586916,0.665,0,0.440573
1735,0.0393424,-0.890276,-0.596057,0.67,0,0.42871
1736,0.0393651,-0.904141,-0.599925,0.675,0,0.107342
1737,0.0393878,-0.917114,-0.599704,0.68,0,0.575852
1738,0.0394104,-0.929182,-0.59704,0.685,0,0.185673
1739,0.0394331,-0.940334,-0.593879,0.69,0,0.100936
1740,0.0394558,-0.950557,-0.592264,0.695,0,0.63363
1741,0.0394785,-0.959842,-0.594114,0.7,0,0.223107
1742,0.0395011,-0.968181,-0.601019,0.705,0,0.0270721
1743,0.0395238,-0.975563,-0.61406,0.71,0,0.728466
1744,0.0395465,-0.981983,-0.633681,0.715,0,0.893491
1745,0.0395692,-0.987434,-0.659625,0.72,0,0.725631
1746,0.0395918,-0.991911,-0.690946,0.725,0,0.894835
1747,0.0396145,-0.995408,-0.726089,0.73,0,0.221202
1748,0.0396372,-0.997924,-0.763042,0.735,0,0.178562
1749,0.0396599,-0.999454,-0.799538,0.74,0,0.902145
1750,0.0396825,-0.999999,-0.833293,0.745,0,0.19229
1751,0.0397052,-0.999556,-0.862248,0.75,0,0.112659
1752,0.0397279,-0.998127,-0.8848,0.755,0,0.57976
1753,0.0397506,-0.995714,-0.899985,0.76,0,0.606884
1754,0.0397732,-0.992317,-0.907607,0.765,0,0.830837
1755,0.0397959,-0.987941,-0.908281,0.77,0,0.0173325
1756,0.0398186,-0.982591,-0.903399,0.775,0,0.252084
1757,0.0398413,-0.976271,-0.895008,0.78,0,0.976312
1758,0.0398639,-0.968987,-0.885613,0.785,0,0.241206
1759,0.0398866,-0.960747,-0.877929,0.79,0,0.89332
1760,0.0399093,-0.951559,-0.874598,0.795,0,0.831421
1761,0.039932,-0.941432,-0.877903,0.8,0,0.241173
1762,0.0399546,-0.930376,-0.889504,0.805,0,0.408533
1763,0.0399773,-0.918402,-0.91024,0.81,0,0.3345
1764,0.04,-0.905522,-0.939996,0.815,0,0.760863
1765,0.0400227,-0.891748,-0.977672,0.82,0,0.399284
1766,0.0400454,-0.877094,-1.02125,0.825,0,0.436983
1767,0.040068,-0.861574,-1.06797,0.83,0,0.58302
1768,0.0400907,-0.845205,-1.11457,0.835,0,0.353204
1769,0.0401134,-0.828001,-1.15763,0.84,0,0.927298
1770,0.0401361,-0.80998,-1.19391,0.845,0,0.487555
1771,0.0401587,-0.79116,-1.22069,0.85,0,0.893512
1772,0.0401814,-0.771559,-1.23614,0.855,0,0.0955301
1773,0.0402041,-0.751196,-1.23951,0.86,0,0.743965
1774,0.0402268,-0.730093,-1.23134,0.865,0,0.00199475
1775,0.0402494,-0.708269,-1.21343,0.87,0,0.97145
1776,0.0402721,-0.685746,-1.18879,0.875,0,0.890552
1777,0.0402948,-0.662546,-1.16141,0.88,0,0.162223
1778,0.0403175,-0.638692,-1.13588,0.885,0,0.911573
1779,0.0403401,-0.614209,-1.11699,0.89,0,0.197163
1780,0.0403628,-0.589119,-1.10928,0.895,0,0.798909
1781,0.0403855,-0.563447,-1.11648,0.9,0,0.58298
1782,0.0404082,-0.53722,-1.14111,0.905,0,0.92846
1783,0.0404308,-0.510463,-1.1841,0.91,0,0.214496
1784,0.0404535,-0.483201,-1.24448,0.915,0,0.637737
1785,0.0404762,-0.455463,-1.31934,0.92,0,0.422823
1786,0.0404989,-0.427276,-1.40382,0.925,0,0.0656731
1787,0.0405215,-0.398667,-1.49138,0.93,0,0.924808
1788,0.0405442,-0.369664,-1.57415,0.935,0,0.0302156
1789,0.0405669,-0.340297,-1.64349,0.94,0,0.174736
1790,0.0405896,-0.310594,-1.69054,0.945,0,0.721455
1791,0.0406122,-0.280584,-1.70695,0.95,0,0.183907
1792,0.0406349,-0.250298,-1.6855,0.955,0,0.114676
1793,0.0406576,-0.219764,-1.62074,0.96,0,0.862842
1794,0.0406803,-0.189014,-1.50947,0.965,0,0.446271
1795,0.0407029,-0.158077,-1.35106,0.97,0,0.130797
1796,0.0407256,-0.126984,-1.14768,0.975,0,0.495015
1797,0.0407483,-0.0957658,-0.904196,0.98,0,0.268381
1798,0.040771,-0.0644531,-0.627995,0.985,0,0.770458
1799,0.0407937,-0.0330767,-0.328513,0.99,0,0.206664
1800,0.0408163,-0.00166776,-0.0166773,0.995,0,0.993021
1801,0.040839,0.0297428,0.295788,0,1,0.445872
1802,0.0408617,0.0611241,0.597121,0.005,1,0.0206975
1803,0.0408844,0.0924451,0.876273,0.01,1,0.633926
1804,0.040907,0.123675,1.12362,0.015,1,0.216887
1805,0.0409297,0.154782,1.33154,0.02,1,0.0675465
1806,0.0409524,0.185737,1.49487,0.025,1,0.617451
1807,0.0409751,0.216509,1.61117,0.03,1,0.810783
1808,0.0409977,0.247067,1.68076,0.035,1,0.326469
1809,0.0410204,0.277381,1.70658,0.04,1,0.475279
1810,0.0410431,0.307422,1.69387,0.045,1,0.70001
1811,0.0410658,0.337159,1.64969,0.05,1,0.858706
1812,0.0410884,0.366563,1.58231,0.055,1,0.402272
1813,0.0411111,0.395606,1.50054,0.06,1,0.0108782
1814,0.0411338,0.424258,1.4131,0.065,1,0.614309
1815,0.0411565,0.452491,1.32795,0.07,1,0.796699
1816,0.0411791,0.480279,1.25181,0.075,1,0.39581
1817,0.0412018,0.507592,1.18972,0.08,1,0.0632994
1818,0.0412245,0.534404,1.14481,0.085,1,0.456591
1819,0.0412472,0.560689,1.11824,0.09,1,0.409149
1820,0.0412698,0.58642,1.10928,0.095,1,0.283777
1821,0.0412925,0.611573,1.11557,0.1,1,0.389372
1822,0.0413152,0.636122,1.13347,0.105,1,0.599061
1823,0.0413379,0.660044,1.15853,0.11,1,0.867047
1824,0.0413605,0.683314,1.18594,0.115,1,0.968591
1825,0.0413832,0.70591,1.21107,0.12,1,0.520907
